PUCNUMBER,NOMBRE,CLASE,GRUPO,CUENTA,SUBCUENTA,CLASE_NOMBRE,GRUPO_NOMBRE,CUENTA_NOMBRE,SUBCUENTA_NOMBRE
141799,AJUSTES POR INFLACION,1,14,1417,141799,ACTIVO,INVENTARIOS,OBRAS DE URBANISMO,AJUSTES POR INFLACION
142099,AJUSTES POR INFLACION,1,14,1420,142099,ACTIVO,INVENTARIOS,CONTRATOS EN EJECUCION,AJUSTES POR INFLACION
142599,AJUSTES POR INFLACION,1,14,1425,142599,ACTIVO,INVENTARIOS,CULTIVOS EN DESARROLLO,AJUSTES POR INFLACION
143005,PRODUCTOS MANUFACTURADOS,1,14,1430,143005,ACTIVO,INVENTARIOS,PRODUCTOS TERMINADOS,PRODUCTOS MANUFACTURADOS
143010,PRODUCTOS EXTRAIDOS Y/O PROCESADOS,1,14,1430,143010,ACTIVO,INVENTARIOS,PRODUCTOS TERMINADOS,PRODUCTOS EXTRAIDOS Y/O PROCESADOS
143015,PRODUCTOS AGRICOLAS Y FORESTALES,1,14,1430,143015,ACTIVO,INVENTARIOS,PRODUCTOS TERMINADOS,PRODUCTOS AGRICOLAS Y FORESTALES
143020,SUBPRODUCTOS,1,14,1430,143020,ACTIVO,INVENTARIOS,PRODUCTOS TERMINADOS,SUBPRODUCTOS
143025,PRODUCTOS DE PESCA,1,14,1430,143025,ACTIVO,INVENTARIOS,PRODUCTOS TERMINADOS,PRODUCTOS DE PESCA
143099,AJUSTES POR INFLACION,1,14,1430,143099,ACTIVO,INVENTARIOS,PRODUCTOS TERMINADOS,AJUSTES POR INFLACION
143599,AJUSTES POR INFLACION,1,14,1435,143599,ACTIVO,INVENTARIOS,MERCANCIAS NO FABRICADAS POR LA EMPRESA,AJUSTES POR INFLACION
144099,AJUSTES POR INFLACION,1,14,1440,144099,ACTIVO,INVENTARIOS,BIENES RAICES PARA LA VENTA,AJUSTES POR INFLACION
144505,ESPECIES MAYORES,1,14,1445,144505,ACTIVO,INVENTARIOS,SEMOVIENTES,ESPECIES MAYORES
144510,ESPECIES MENORES,1,14,1445,144510,ACTIVO,INVENTARIOS,SEMOVIENTES,ESPECIES MENORES
144599,AJUSTES POR INFLACION,1,14,1445,144599,ACTIVO,INVENTARIOS,SEMOVIENTES,AJUSTES POR INFLACION
145005,POR URBANIZAR,1,14,1450,145005,ACTIVO,INVENTARIOS,TERRENOS,POR URBANIZAR
145010,URBANIZADOS POR CONSTRUIR,1,14,1450,145010,ACTIVO,INVENTARIOS,TERRENOS,URBANIZADOS POR CONSTRUIR
145099,AJUSTES POR INFLACION,1,14,1450,145099,ACTIVO,INVENTARIOS,TERRENOS,AJUSTES POR INFLACION
145505,COMBUSTIBLES Y LUBRICANTES,1,14,1455,145505,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",COMBUSTIBLES Y LUBRICANTES
145510,ABONOS Y FERTILIZANTES,1,14,1455,145510,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",ABONOS Y FERTILIZANTES
145515,SEMILLAS TERMINADAS,1,14,1455,145515,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",SEMILLAS TERMINADAS
145520,FUNGICIDAS Y HERBICIDAS,1,14,1455,145520,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",FUNGICIDAS Y HERBICIDAS
145525,MATERIALES Y REPUESTOS,1,14,1455,145525,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",MATERIALES Y REPUESTOS
145530,LOZA Y CRISTALERIA,1,14,1455,145530,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",LOZA Y CRISTALERIA
145535,HERRAMIENTAS,1,14,1455,145535,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",HERRAMIENTAS
145540,MEDICINAS,1,14,1455,145540,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",MEDICINAS
145545,ELEMENTOS HOSPITALARIOS,1,14,1455,145545,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",ELEMENTOS HOSPITALARIOS
145550,INSTRUMENTAL QUIRURGICO,1,14,1455,145550,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",INSTRUMENTAL QUIRURGICO
145555,DOTACION Y SUMINISTRO A TRABAJADORES,1,14,1455,145555,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",DOTACION Y SUMINISTRO A TRABAJADORES
145560,ELEMENTOS DE ROPERIA Y LENCERIA,1,14,1455,145560,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",ELEMENTOS DE ROPERIA Y LENCERIA
145595,OTROS,1,14,1455,145595,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",OTROS
145599,AJUSTES POR INFLACION,1,14,1455,145599,ACTIVO,INVENTARIOS,"MATERIALES, REPUESTOS Y ACCESORIOS",AJUSTES POR INFLACION
146099,AJUSTES POR INFLACION,1,14,1460,146099,ACTIVO,INVENTARIOS,ENVASES Y EMPAQUES,AJUSTES POR INFLACION
146599,AJUSTES POR INFLACION,1,14,1465,146599,ACTIVO,INVENTARIOS,INVENTARIOS EN TRANSITO,AJUSTES POR INFLACION
149905,PARA OBSOLESCENCIA,1,14,1499,149905,ACTIVO,INVENTARIOS,PROVISIONES,PARA OBSOLESCENCIA
149910,PARA DIFERENCIA DE INVENTARIO FISICO,1,14,1499,149910,ACTIVO,INVENTARIOS,PROVISIONES,PARA DIFERENCIA DE INVENTARIO FISICO
149915,PARA PERDIDAS DE INVENTARIOS,1,14,1499,149915,ACTIVO,INVENTARIOS,PROVISIONES,PARA PERDIDAS DE INVENTARIOS
149920,LIFO,1,14,1499,149920,ACTIVO,INVENTARIOS,PROVISIONES,LIFO
150405,URBANOS,1,15,1504,150405,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,TERRENOS,URBANOS
150410,RURALES,1,15,1504,150410,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,TERRENOS,RURALES
150499,AJUSTES POR INFLACION,1,15,1504,150499,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,TERRENOS,AJUSTES POR INFLACION
150605,TUBERIAS Y EQUIPO,1,15,1506,150605,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MATERIALES PROYECTOS PETROLEROS,TUBERIAS Y EQUIPO
150610,COSTOS DE IMPORTACION MATERIALES,1,15,1506,150610,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MATERIALES PROYECTOS PETROLEROS,COSTOS DE IMPORTACION MATERIALES
150615,PROYECTOS DE CONSTRUCCION,1,15,1506,150615,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MATERIALES PROYECTOS PETROLEROS,PROYECTOS DE CONSTRUCCION
150699,AJUSTES POR INFLACION,1,15,1506,150699,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MATERIALES PROYECTOS PETROLEROS,AJUSTES POR INFLACION
150805,CONSTRUCCIONES Y EDIFICACIONES,1,15,1508,150805,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,CONSTRUCCIONES Y EDIFICACIONES
150810,ACUEDUCTOS PLANTAS Y REDES,1,15,1508,150810,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,ACUEDUCTOS PLANTAS Y REDES
150815,VIAS DE COMUNICACION,1,15,1508,150815,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,VIAS DE COMUNICACION
150820,POZOS ARTESIANOS,1,15,1508,150820,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,POZOS ARTESIANOS
150825,PROYECTOS DE EXPLORACION,1,15,1508,150825,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,PROYECTOS DE EXPLORACION
150830,PROYECTOS DE DESARROLLO,1,15,1508,150830,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,PROYECTOS DE DESARROLLO
150899,AJUSTES POR INFLACION,1,15,1508,150899,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES EN CURSO,AJUSTES POR INFLACION
151205,MAQUINARIA Y EQUIPO,1,15,1512,151205,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,MAQUINARIA Y EQUIPO
151210,EQUIPO DE OFICINA,1,15,1512,151210,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,EQUIPO DE OFICINA
151215,EQUIPO DE COMPUTACION Y COMUNICACION,1,15,1512,151215,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,EQUIPO DE COMPUTACION Y COMUNICACION
151220,EQUIPO MEDICO-CIENTIFICO,1,15,1512,151220,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,EQUIPO MEDICO-CIENTIFICO
151225,EQUIPO DE HOTELES Y RESTAURANTES,1,15,1512,151225,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,EQUIPO DE HOTELES Y RESTAURANTES
151230,FLOTA Y EQUIPO DE TRANSPORTE,1,15,1512,151230,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,FLOTA Y EQUIPO DE TRANSPORTE
151235,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,15,1512,151235,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO
151240,FLOTA Y EQUIPO AEREO,1,15,1512,151240,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,FLOTA Y EQUIPO AEREO
151245,FLOTA Y EQUIPO FERREO,1,15,1512,151245,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,FLOTA Y EQUIPO FERREO
151250,PLANTAS Y REDES,1,15,1512,151250,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,PLANTAS Y REDES
151299,AJUSTES POR INFLACION,1,15,1512,151299,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPOS EN MONTAJE,AJUSTES POR INFLACION
151605,EDIFICIOS,1,15,1516,151605,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,EDIFICIOS
151610,OFICINAS,1,15,1516,151610,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,OFICINAS
151615,ALMACENES,1,15,1516,151615,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,ALMACENES
151620,FABRICAS Y PLANTAS INDUSTRIALES,1,15,1516,151620,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,FABRICAS Y PLANTAS INDUSTRIALES
151625,SALAS DE EXHIBICION Y VENTAS,1,15,1516,151625,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,SALAS DE EXHIBICION Y VENTAS
151630,CAFETERIA Y CASINOS,1,15,1516,151630,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,CAFETERIA Y CASINOS
151635,SILOS,1,15,1516,151635,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,SILOS
151640,INVERNADEROS,1,15,1516,151640,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,INVERNADEROS
151645,CASETAS Y CAMPAMENTOS,1,15,1516,151645,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,CASETAS Y CAMPAMENTOS
151650,INSTALACIONES AGROPECUARIAS,1,15,1516,151650,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,INSTALACIONES AGROPECUARIAS
151655,VIVIENDAS PARA EMPLEADOS Y OBREROS,1,15,1516,151655,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,VIVIENDAS PARA EMPLEADOS Y OBREROS
151660,TERMINAL DE BUSES Y TAXIS,1,15,1516,151660,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,TERMINAL DE BUSES Y TAXIS
151663,TERMINAL MARITIMO,1,15,1516,151663,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,TERMINAL MARITIMO
151665,TERMINAL FERREO,1,15,1516,151665,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,TERMINAL FERREO
151670,"PARQUEADEROS, GARAJES Y DEPOSITOS",1,15,1516,151670,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,"PARQUEADEROS, GARAJES Y DEPOSITOS"
151675,HANGARES,1,15,1516,151675,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,HANGARES
151680,BODEGAS,1,15,1516,151680,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,BODEGAS
151695,OTROS,1,15,1516,151695,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,OTROS
151699,AJUSTES POR INFLACION,1,15,1516,151699,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,CONSTRUCCIONES Y EDIFICACIONES,AJUSTES POR INFLACION
152099,AJUSTES POR INFLACION,1,15,1520,152099,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MAQUINARIA Y EQUIPO,AJUSTES POR INFLACION
152405,MUEBLES Y ENSERES,1,15,1524,152405,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE OFICINA,MUEBLES Y ENSERES
152410,EQUIPOS,1,15,1524,152410,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE OFICINA,EQUIPOS
152495,OTROS,1,15,1524,152495,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE OFICINA,OTROS
152499,AJUSTES POR INFLACION,1,15,1524,152499,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE OFICINA,AJUSTES POR INFLACION
152805,EQUIPOS DE PROCESAMIENTO DE DATOS,1,15,1528,152805,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,EQUIPOS DE PROCESAMIENTO DE DATOS
152810,EQUIPOS DE TELECOMUNICACIONES,1,15,1528,152810,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,EQUIPOS DE TELECOMUNICACIONES
152815,EQUIPOS DE RADIO,1,15,1528,152815,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,EQUIPOS DE RADIO
152820,SATELITES Y ANTENAS,1,15,1528,152820,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,SATELITES Y ANTENAS
152825,LINEAS TELEFONICAS,1,15,1528,152825,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,LINEAS TELEFONICAS
152895,OTROS,1,15,1528,152895,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,OTROS
152899,AJUSTES POR INFLACION,1,15,1528,152899,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE COMPUTACION Y COMUNICACION,AJUSTES POR INFLACION
153205,MEDICO,1,15,1532,153205,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO MEDICO - CIENTIFICO,MEDICO
153210,ODONTOLOGICO,1,15,1532,153210,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO MEDICO - CIENTIFICO,ODONTOLOGICO
153215,LABORATORIO,1,15,1532,153215,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO MEDICO - CIENTIFICO,LABORATORIO
153220,INSTRUMENTAL,1,15,1532,153220,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO MEDICO - CIENTIFICO,INSTRUMENTAL
153295,OTROS,1,15,1532,153295,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO MEDICO - CIENTIFICO,OTROS
153299,AJUSTES POR INFLACION,1,15,1532,153299,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO MEDICO - CIENTIFICO,AJUSTES POR INFLACION
153605,DE HABITACIONES,1,15,1536,153605,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE HOTELES Y RESTAURANTES,DE HABITACIONES
153610,DE COMESTIBLES Y BEBIDAS,1,15,1536,153610,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE HOTELES Y RESTAURANTES,DE COMESTIBLES Y BEBIDAS
153695,OTROS,1,15,1536,153695,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE HOTELES Y RESTAURANTES,OTROS
153699,AJUSTES POR INFLACION,1,15,1536,153699,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,EQUIPO DE HOTELES Y RESTAURANTES,AJUSTES POR INFLACION
154005,"AUTOS, CAMIONETAS Y CAMPEROS",1,15,1540,154005,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,"AUTOS, CAMIONETAS Y CAMPEROS"
154008,"CAMIONES, VOLQUETAS Y FURGONES",1,15,1540,154008,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,"CAMIONES, VOLQUETAS Y FURGONES"
154010,TRACTOMULAS Y REMOLQUES,1,15,1540,154010,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,TRACTOMULAS Y REMOLQUES
154015,BUSES Y BUSETAS,1,15,1540,154015,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,BUSES Y BUSETAS
154017,RECOLECTORES Y CONTENEDORES,1,15,1540,154017,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,RECOLECTORES Y CONTENEDORES
154020,MONTACARGAS,1,15,1540,154020,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,MONTACARGAS
154025,PALAS Y GRUAS,1,15,1540,154025,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,PALAS Y GRUAS
154030,MOTOCICLETAS,1,15,1540,154030,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,MOTOCICLETAS
154035,BICICLETAS,1,15,1540,154035,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,BICICLETAS
154040,ESTIBAS Y CARRETAS,1,15,1540,154040,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,ESTIBAS Y CARRETAS
154045,BANDAS TRANSPORTADORAS,1,15,1540,154045,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,BANDAS TRANSPORTADORAS
154095,OTROS,1,15,1540,154095,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,OTROS
154099,AJUSTES POR INFLACION,1,15,1540,154099,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO DE TRANSPORTE,AJUSTES POR INFLACION
154405,BUQUES,1,15,1544,154405,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,BUQUES
154410,LANCHAS,1,15,1544,154410,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,LANCHAS
154415,REMOLCADORAS,1,15,1544,154415,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,REMOLCADORAS
154420,BOTES,1,15,1544,154420,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,BOTES
154425,BOYAS,1,15,1544,154425,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,BOYAS
154430,AMARRES,1,15,1544,154430,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,AMARRES
154435,CONTENEDORES Y CHASSISES,1,15,1544,154435,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,CONTENEDORES Y CHASSISES
154440,GABARRAS,1,15,1544,154440,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,GABARRAS
154495,OTROS,1,15,1544,154495,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,OTROS
154499,AJUSTES POR INFLACION,1,15,1544,154499,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,AJUSTES POR INFLACION
154805,AVIONES,1,15,1548,154805,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,AVIONES
154810,AVIONETAS,1,15,1548,154810,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,AVIONETAS
154815,HELICOPTEROS,1,15,1548,154815,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,HELICOPTEROS
154820,TURBINAS Y MOTORES,1,15,1548,154820,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,TURBINAS Y MOTORES
154825,MANUALES DE ENTRENAMIENTO PERSONAL TECNICO,1,15,1548,154825,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,MANUALES DE ENTRENAMIENTO PERSONAL TECNICO
154830,EQUIPOS DE VUELO,1,15,1548,154830,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,EQUIPOS DE VUELO
154895,OTROS,1,15,1548,154895,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,OTROS
154899,AJUSTES POR INFLACION,1,15,1548,154899,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO AEREO,AJUSTES POR INFLACION
155205,LOCOMOTORAS,1,15,1552,155205,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FERREO,LOCOMOTORAS
155210,VAGONES,1,15,1552,155210,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FERREO,VAGONES
155215,REDES FERREAS,1,15,1552,155215,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FERREO,REDES FERREAS
155295,OTROS,1,15,1552,155295,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FERREO,OTROS
155299,AJUSTES POR INFLACION,1,15,1552,155299,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,FLOTA Y EQUIPO FERREO,AJUSTES POR INFLACION
155605,INSTALACIONES PARA AGUA Y ENERGIA,1,15,1556,155605,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,INSTALACIONES PARA AGUA Y ENERGIA
155610,ACUEDUCTO ACEQUIAS Y CANALIZACIONES,1,15,1556,155610,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,ACUEDUCTO ACEQUIAS Y CANALIZACIONES
155615,PLANTAS DE GENERACION HIDRAULICA,1,15,1556,155615,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DE GENERACION HIDRAULICA
155620,PLANTAS DE GENERACION TERMICA,1,15,1556,155620,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DE GENERACION TERMICA
155625,PLANTAS DE GENERACION A GAS,1,15,1556,155625,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DE GENERACION A GAS
155628,"PLANTAS DE GENERACION DIESEL, GASOLINA Y PETROLEO",1,15,1556,155628,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,"PLANTAS DE GENERACION DIESEL, GASOLINA Y PETROLEO"
155630,PLANTAS DE DISTRIBUCION,1,15,1556,155630,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DE DISTRIBUCION
155635,PLANTAS DE TRANSMISION Y SUBESTACIONES,1,15,1556,155635,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DE TRANSMISION Y SUBESTACIONES
155640,OLEODUCTOS,1,15,1556,155640,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,OLEODUCTOS
155645,GASODUCTOS,1,15,1556,155645,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,GASODUCTOS
155647,POLIDUCTOS,1,15,1556,155647,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,POLIDUCTOS
155650,REDES DE DISTRIBUCION,1,15,1556,155650,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,REDES DE DISTRIBUCION
155655,PLANTAS DE TRATAMIENTO,1,15,1556,155655,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DE TRATAMIENTO
155660,REDES DE RECOLECCION DE AGUAS NEGRAS,1,15,1556,155660,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,REDES DE RECOLECCION DE AGUAS NEGRAS
155665,INSTALACIONES Y EQUIPO DE BOMBEO,1,15,1556,155665,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,INSTALACIONES Y EQUIPO DE BOMBEO
